Experiment 🧪,Model 🤗,Prefill (s),Per Token (s),Decode (tokens/s),Energy (tokens/kWh),Memory (MB),Backend 🏭,Precision 📥,Quantization 🗜️,Attention 👁️,Kernel ⚛️,Architecture 🏛️,End-to-End (s),Open LLM Score (%),Params (B)
float16-sdpa,Qwen/Qwen1.5-1.8B,0.024,0.0197550086975097,50.519,1019948.469,4408.408,pytorch,float16,Unquantized,SDPA,No Kernel,Qwen2ForCausalLM,1.27,9.12,1
4bit-awq-exllama-v1-sdpa,Qwen/Qwen1.5-1.8B,0.233,0.0194887676239013,50.77,1163303.606,2582.178,pytorch,float16,AWQ.4bit,SDPA,No Kernel,Qwen2ForCausalLM,1.472,9.12,1
4bit-gptq-exllama-v2-sdpa,Qwen/Qwen1.5-1.8B,0.029,0.0193612794876098,51.274,1189468.821,2607.611,pytorch,float16,GPTQ.4bit,SDPA,GPTQ.ExllamaV2,Qwen2ForCausalLM,1.256,9.12,1
float32-sdpa,Qwen/Qwen1.5-1.8B,0.053,0.0191774711608886,51.845,847568.091,8597.293,pytorch,float32,Unquantized,SDPA,No Kernel,Qwen2ForCausalLM,1.266,9.12,1
4bit-awq-gemm-eager,meta-llama/Llama-2-7b-hf,0.574,0.5314457397460938,1.882,25851.502,4688.7,pytorch,float16,AWQ.4bit,Eager,AWQ.GEMM,LlamaForCausalLM,34.058,8.72,6
4bit-awq-gemm-sdpa,meta-llama/Llama-2-7b-hf,0.57,0.5309541625976563,1.883,25854.793,4688.699,pytorch,float16,AWQ.4bit,SDPA,AWQ.GEMM,LlamaForCausalLM,34.025,8.72,6
4bit-awq-gemm-fa2,meta-llama/Llama-2-7b-hf,0.571,0.5307340698242188,1.884,26090.873,4688.699,pytorch,float16,AWQ.4bit,FAv2,AWQ.GEMM,LlamaForCausalLM,34.011,8.72,6
4bit-gptq-exllama-v1-eager,meta-llama/Llama-2-7b-hf,0.323,0.2785116271972656,3.59,47539.618,4515.668,pytorch,float16,GPTQ.4bit,Eager,GPTQ.ExllamaV1,LlamaForCausalLM,17.869,8.72,6
4bit-gptq-exllama-v2-eager,meta-llama/Llama-2-7b-hf,0.323,0.278476806640625,3.591,47503.56,4515.668,pytorch,float16,GPTQ.4bit,Eager,GPTQ.ExllamaV2,LlamaForCausalLM,17.867,8.72,6
4bit-gptq-exllama-v2-sdpa,meta-llama/Llama-2-7b-hf,0.32,0.2781388854980469,3.595,47524.524,4515.667,pytorch,float16,GPTQ.4bit,SDPA,GPTQ.ExllamaV2,LlamaForCausalLM,17.844,8.72,6
4bit-gptq-exllama-v2-fa2,meta-llama/Llama-2-7b-hf,0.32,0.2781573181152343,3.595,47618.205,4515.667,pytorch,float16,GPTQ.4bit,FAv2,GPTQ.ExllamaV2,LlamaForCausalLM,17.844,8.72,6
4bit-gptq-exllama-v1-fa2,meta-llama/Llama-2-7b-hf,0.319,0.2781122436523437,3.595,47519.723,4515.667,pytorch,float16,GPTQ.4bit,FAv2,GPTQ.ExllamaV1,LlamaForCausalLM,17.842,8.72,6
4bit-gptq-exllama-v1-sdpa,meta-llama/Llama-2-7b-hf,0.32,0.2780190734863281,3.597,47637.967,4515.667,pytorch,float16,GPTQ.4bit,SDPA,GPTQ.ExllamaV1,LlamaForCausalLM,17.836,8.72,6
8bit-bnb-eager,meta-llama/Llama-2-7b-hf,0.113,0.1155287017822265,8.744,215769.362,7518.73,pytorch,float16,BnB.8bit,Eager,No Kernel,LlamaForCausalLM,7.354,8.72,6
8bit-bnb-fa2,meta-llama/Llama-2-7b-hf,0.111,0.1124937591552734,8.972,219910.945,7519.279,pytorch,float16,BnB.8bit,FAv2,No Kernel,LlamaForCausalLM,7.122,8.72,6
8bit-bnb-sdpa,meta-llama/Llama-2-7b-hf,0.111,0.1092351989746093,9.055,214463.905,7519.279,pytorch,float16,BnB.8bit,SDPA,No Kernel,LlamaForCausalLM,7.04,8.72,6
4bit-bnb-eager,meta-llama/Llama-2-7b-hf,0.318,0.0674805755615234,14.905,316847.825,4422.015,pytorch,float16,BnB.4bit,Eager,No Kernel,LlamaForCausalLM,4.553,8.72,6
4bit-bnb-fa2,meta-llama/Llama-2-7b-hf,0.315,0.0637511672973632,15.538,329178.688,4421.884,pytorch,float16,BnB.4bit,FAv2,No Kernel,LlamaForCausalLM,4.36,8.72,6
4bit-bnb-sdpa,meta-llama/Llama-2-7b-hf,0.315,0.0617666549682617,16.042,335036.322,4421.884,pytorch,float16,BnB.4bit,SDPA,No Kernel,LlamaForCausalLM,4.234,8.72,6
bfloat16-eager,meta-llama/Llama-2-7b-hf,0.099,0.0363407363891601,27.505,404811.118,13889.78,pytorch,bfloat16,Unquantized,Eager,No Kernel,LlamaForCausalLM,2.39,8.72,6
float16-eager,meta-llama/Llama-2-7b-hf,0.097,0.0361861114501953,27.621,397026.705,13889.78,pytorch,float16,Unquantized,Eager,No Kernel,LlamaForCausalLM,2.377,8.72,6
float16-fa2,meta-llama/Llama-2-7b-hf,0.094,0.0358696975708007,27.865,396682.914,13889.78,pytorch,float16,Unquantized,FAv2,No Kernel,LlamaForCausalLM,2.354,8.72,6
bfloat16-fa2,meta-llama/Llama-2-7b-hf,0.094,0.0358441581726074,27.883,402308.39,13889.78,pytorch,bfloat16,Unquantized,FAv2,No Kernel,LlamaForCausalLM,2.352,8.72,6
float16-sdpa,meta-llama/Llama-2-7b-hf,0.094,0.0357898254394531,27.927,395579.138,13889.78,pytorch,float16,Unquantized,SDPA,No Kernel,LlamaForCausalLM,2.349,8.72,6
bfloat16-sdpa,meta-llama/Llama-2-7b-hf,0.094,0.0357611503601074,27.953,409548.12,13889.78,pytorch,bfloat16,Unquantized,SDPA,No Kernel,LlamaForCausalLM,2.347,8.72,6
bfloat16-eager,meta-llama/Llama-2-7b-hf,0.098,0.0353126411437988,28.307,412555.253,13671.64,pytorch,bfloat16,Unquantized,Eager,No Kernel,LlamaForCausalLM,2.324,8.72,6
float16-eager,meta-llama/Llama-2-7b-hf,0.096,0.035176959991455,28.422,408865.314,13671.64,pytorch,float16,Unquantized,Eager,No Kernel,LlamaForCausalLM,2.313,8.72,6
4bit-awq-gemv-eager,meta-llama/Llama-2-7b-hf,0.104,0.0288829441070556,34.92,692603.156,4149.128,pytorch,float16,AWQ.4bit,Eager,AWQ.GEMV,LlamaForCausalLM,1.916,8.72,6
4bit-awq-gemv-fa2,meta-llama/Llama-2-7b-hf,0.103,0.027667984008789,35.987,693732.124,4148.997,pytorch,float16,AWQ.4bit,FAv2,AWQ.GEMV,LlamaForCausalLM,1.856,8.72,6
4bit-awq-exllama-v1-eager,meta-llama/Llama-2-7b-hf,1.228,0.027390959739685,36.487,705234.921,4133.531,pytorch,float16,AWQ.4bit,Eager,No Kernel,LlamaForCausalLM,2.957,8.72,6
4bit-awq-exllama-v2-eager,meta-llama/Llama-2-7b-hf,0.111,0.0270361604690551,36.834,782038.415,4226.527,pytorch,float16,AWQ.4bit,Eager,No Kernel,LlamaForCausalLM,1.822,8.72,6
4bit-awq-exllama-v2-fa2,meta-llama/Llama-2-7b-hf,0.11,0.0261212158203125,37.73,796405.021,4226.527,pytorch,float16,AWQ.4bit,FAv2,No Kernel,LlamaForCausalLM,1.781,8.72,6
4bit-awq-exllama-v1-fa2,meta-llama/Llama-2-7b-hf,1.229,0.0256998395919799,38.574,703378.019,4133.531,pytorch,float16,AWQ.4bit,FAv2,No Kernel,LlamaForCausalLM,2.863,8.72,6
4bit-awq-gemv-sdpa,meta-llama/Llama-2-7b-hf,0.1,0.0242068471908569,40.844,769089.002,4148.997,pytorch,float16,AWQ.4bit,SDPA,AWQ.GEMV,LlamaForCausalLM,1.634,8.72,6
4bit-awq-exllama-v2-sdpa,meta-llama/Llama-2-7b-hf,0.108,0.0235258874893188,42.302,882368.774,4226.527,pytorch,float16,AWQ.4bit,SDPA,No Kernel,LlamaForCausalLM,1.6,8.72,6
4bit-awq-exllama-v1-sdpa,meta-llama/Llama-2-7b-hf,1.226,0.0224757766723632,44.228,802257.275,4133.531,pytorch,float16,AWQ.4bit,SDPA,No Kernel,LlamaForCausalLM,2.65,8.72,6
8bit-bnb-eager,google/gemma-2b,0.073,0.0700851211547851,14.372,368445.609,3441.954,pytorch,float16,BnB.8bit,Eager,No Kernel,GemmaForCausalLM,4.457,7.31,2
8bit-bnb-fa2,google/gemma-2b,0.071,0.0693022727966308,14.558,363171.739,3441.954,pytorch,float16,BnB.8bit,FAv2,No Kernel,GemmaForCausalLM,4.398,7.31,2
8bit-bnb-sdpa,google/gemma-2b,0.069,0.0664268798828125,14.951,371544.306,3441.954,pytorch,float16,BnB.8bit,SDPA,No Kernel,GemmaForCausalLM,4.282,7.31,2
4bit-bnb-eager,google/gemma-2b,0.105,0.0340782089233398,28.966,651262.238,2571.09,pytorch,float16,BnB.4bit,Eager,No Kernel,GemmaForCausalLM,2.282,7.31,2
4bit-bnb-fa2,google/gemma-2b,0.109,0.0337443828582763,29.282,650398.756,2571.09,pytorch,float16,BnB.4bit,FAv2,No Kernel,GemmaForCausalLM,2.262,7.31,2
4bit-bnb-sdpa,google/gemma-2b,0.104,0.0330127372741699,30.067,681528.847,2571.09,pytorch,float16,BnB.4bit,SDPA,No Kernel,GemmaForCausalLM,2.206,7.31,2
4bit-awq-gemm-eager,google/gemma-2b,0.043,0.0268349437713623,37.03,846232.776,2486.919,pytorch,float16,AWQ.4bit,Eager,AWQ.GEMM,GemmaForCausalLM,1.743,7.31,2
4bit-awq-gemm-fa2,google/gemma-2b,0.046,0.0264985599517822,38.106,892618.108,2486.919,pytorch,float16,AWQ.4bit,FAv2,AWQ.GEMM,GemmaForCausalLM,1.699,7.31,2
4bit-awq-gemm-sdpa,google/gemma-2b,0.043,0.0246594552993774,40.22,909377.477,2486.919,pytorch,float16,AWQ.4bit,SDPA,AWQ.GEMM,GemmaForCausalLM,1.605,7.31,2
float32-sdpa,google/gemma-2b,0.082,0.0243650712966918,40.989,607225.386,10311.219,pytorch,float32,Unquantized,SDPA,No Kernel,GemmaForCausalLM,1.618,7.31,2
float32-sdpa,google/gemma-2b,0.081,0.0243573760986328,41.034,615284.475,10311.219,pytorch,float32,Unquantized,SDPA,No Kernel,GemmaForCausalLM,1.616,7.31,2
float32-eager,google/gemma-2b,0.081,0.0231004161834716,43.221,623841.977,10311.219,pytorch,float32,Unquantized,Eager,No Kernel,GemmaForCausalLM,1.539,7.31,2
float32-eager,google/gemma-2b,0.081,0.0230707206726074,43.284,629404.27,10311.219,pytorch,float32,Unquantized,Eager,No Kernel,GemmaForCausalLM,1.537,7.31,2
bfloat16-eager,google/gemma-2b,0.032,0.0224409599304199,44.058,773665.829,5419.876,pytorch,bfloat16,Unquantized,Eager,No Kernel,GemmaForCausalLM,1.461,7.31,2
float16-eager,google/gemma-2b,0.031,0.02290380859375,44.148,785101.345,5419.876,pytorch,float16,Unquantized,Eager,No Kernel,GemmaForCausalLM,1.458,7.31,2
bfloat16-eager,google/gemma-2b,0.032,0.0228321275711059,44.16,799881.946,5419.876,pytorch,bfloat16,Unquantized,Eager,No Kernel,GemmaForCausalLM,1.452,7.31,2
float16-eager,google/gemma-2b,0.031,0.0220692481994628,44.581,782285.565,5419.876,pytorch,float16,Unquantized,Eager,No Kernel,GemmaForCausalLM,1.444,7.31,2
bfloat16-fa2,google/gemma-2b,0.034,0.021720064163208,45.253,804348.239,5419.876,pytorch,bfloat16,Unquantized,FAv2,No Kernel,GemmaForCausalLM,1.433,7.31,2
4bit-awq-gemv-eager,google/gemma-2b,0.046,0.0220462083816528,45.287,1024464.765,2486.919,pytorch,float16,AWQ.4bit,Eager,AWQ.GEMV,GemmaForCausalLM,1.436,7.31,2
float16-fa2,google/gemma-2b,0.034,0.0222535686492919,45.302,794797.06,5419.876,pytorch,float16,Unquantized,FAv2,No Kernel,GemmaForCausalLM,1.428,7.31,2
float16-fa2,google/gemma-2b,0.034,0.0217528324127197,45.498,790423.741,5419.876,pytorch,float16,Unquantized,FAv2,No Kernel,GemmaForCausalLM,1.423,7.31,2
bfloat16-fa2,google/gemma-2b,0.034,0.0215736322402954,45.518,810246.204,5419.876,pytorch,bfloat16,Unquantized,FAv2,No Kernel,GemmaForCausalLM,1.408,7.31,2
4bit-awq-exllama-v1-eager,google/gemma-2b,0.384,0.0221742076873779,45.834,1014075.471,2485.87,pytorch,float16,AWQ.4bit,Eager,No Kernel,GemmaForCausalLM,1.755,7.31,2
4bit-gptq-exllama-v1-eager,google/gemma-2b,0.041,0.0217303047180175,46.046,1031789.581,2556.092,pytorch,float16,GPTQ.4bit,Eager,GPTQ.ExllamaV1,GemmaForCausalLM,1.403,7.31,2
4bit-awq-gemv-fa2,google/gemma-2b,0.048,0.0213509120941162,46.27,1039039.337,2486.919,pytorch,float16,AWQ.4bit,FAv2,AWQ.GEMV,GemmaForCausalLM,1.406,7.31,2
4bit-awq-exllama-v2-eager,google/gemma-2b,0.041,0.020803071975708,47.314,1102326.669,2557.174,pytorch,float16,AWQ.4bit,Eager,No Kernel,GemmaForCausalLM,1.369,7.31,2
4bit-gptq-exllama-v2-fa2,google/gemma-2b,0.044,0.0211563520431518,47.605,1051750.261,2556.092,pytorch,float16,GPTQ.4bit,FAv2,GPTQ.ExllamaV2,GemmaForCausalLM,1.374,7.31,2
float16-sdpa,google/gemma-2b,0.031,0.0207380485534667,47.616,811959.567,5419.876,pytorch,float16,Unquantized,SDPA,No Kernel,GemmaForCausalLM,1.354,7.31,2
4bit-gptq-exllama-v2-eager,google/gemma-2b,0.041,0.0208916473388671,47.692,1014896.101,2556.092,pytorch,float16,GPTQ.4bit,Eager,GPTQ.ExllamaV2,GemmaForCausalLM,1.364,7.31,2
4bit-awq-exllama-v2-fa2,google/gemma-2b,0.044,0.0205312004089355,48.264,1084151.564,2557.174,pytorch,float16,AWQ.4bit,FAv2,No Kernel,GemmaForCausalLM,1.349,7.31,2
float16-sdpa,google/gemma-2b,0.031,0.020403712272644,48.341,820270.929,5419.876,pytorch,float16,Unquantized,SDPA,No Kernel,GemmaForCausalLM,1.335,7.31,2
4bit-gptq-exllama-v1-eager,google/gemma-2b,0.041,0.0202972154617309,48.399,1096118.009,2556.092,pytorch,float16,GPTQ.4bit,Eager,GPTQ.ExllamaV1,GemmaForCausalLM,1.342,7.31,2
bfloat16-sdpa,google/gemma-2b,0.031,0.0204257278442382,48.599,829683.204,5419.876,pytorch,bfloat16,Unquantized,SDPA,No Kernel,GemmaForCausalLM,1.327,7.31,2
4bit-awq-gemv-sdpa,google/gemma-2b,0.045,0.0205711364746093,48.892,1080365.211,2486.919,pytorch,float16,AWQ.4bit,SDPA,AWQ.GEMV,GemmaForCausalLM,1.335,7.31,2
bfloat16-sdpa,google/gemma-2b,0.031,0.0202516479492187,48.908,844114.959,5419.876,pytorch,bfloat16,Unquantized,SDPA,No Kernel,GemmaForCausalLM,1.321,7.31,2
4bit-gptq-exllama-v2-eager,google/gemma-2b,0.041,0.0201902084350585,48.941,1097048.433,2556.092,pytorch,float16,GPTQ.4bit,Eager,GPTQ.ExllamaV2,GemmaForCausalLM,1.326,7.31,2
4bit-gptq-exllama-v1-fa2,google/gemma-2b,0.043,0.0201200647354126,49.497,1095252.116,2556.092,pytorch,float16,GPTQ.4bit,FAv2,GPTQ.ExllamaV1,GemmaForCausalLM,1.315,7.31,2
4bit-awq-exllama-v1-fa2,google/gemma-2b,0.385,0.0201093120574951,49.522,1065788.686,2485.87,pytorch,float16,AWQ.4bit,FAv2,No Kernel,GemmaForCausalLM,1.655,7.31,2
4bit-gptq-exllama-v2-fa2,google/gemma-2b,0.043,0.0196812801361083,50.379,1114468.076,2556.092,pytorch,float16,GPTQ.4bit,FAv2,GPTQ.ExllamaV2,GemmaForCausalLM,1.296,7.31,2
4bit-gptq-exllama-v1-fa2,google/gemma-2b,0.043,0.0196454391479492,50.675,1116185.828,2556.092,pytorch,float16,GPTQ.4bit,FAv2,GPTQ.ExllamaV1,GemmaForCausalLM,1.284,7.31,2
4bit-awq-exllama-v1-sdpa,google/gemma-2b,0.383,0.0190008325576782,51.625,1103416.366,2485.87,pytorch,float16,AWQ.4bit,SDPA,No Kernel,GemmaForCausalLM,1.601,7.31,2
4bit-awq-exllama-v2-sdpa,google/gemma-2b,0.041,0.0192271356582641,51.778,1183571.251,2557.174,pytorch,float16,AWQ.4bit,SDPA,No Kernel,GemmaForCausalLM,1.257,7.31,2
4bit-gptq-exllama-v2-sdpa,google/gemma-2b,0.04,0.0191416320800781,52.053,1098142.345,2556.092,pytorch,float16,GPTQ.4bit,SDPA,GPTQ.ExllamaV2,GemmaForCausalLM,1.25,7.31,2
4bit-gptq-exllama-v1-sdpa,google/gemma-2b,0.04,0.0190617599487304,52.345,1125260.151,2556.092,pytorch,float16,GPTQ.4bit,SDPA,GPTQ.ExllamaV1,GemmaForCausalLM,1.243,7.31,2
4bit-gptq-exllama-v2-sdpa,google/gemma-2b,0.04,0.0184248313903808,53.377,1179806.659,2556.092,pytorch,float16,GPTQ.4bit,SDPA,GPTQ.ExllamaV2,GemmaForCausalLM,1.223,7.31,2
4bit-gptq-exllama-v1-sdpa,google/gemma-2b,0.04,0.0183464956283569,54.07,1160261.92,2556.092,pytorch,float16,GPTQ.4bit,SDPA,GPTQ.ExllamaV1,GemmaForCausalLM,1.202,7.31,2
4bit-awq-gemm-eager,stabilityai/stablelm-3b-4e1t,0.251,0.2342451171875,4.266,59997.09,2246.909,pytorch,float16,AWQ.4bit,Eager,AWQ.GEMM,StableLmForCausalLM,15.019,7.26,2
4bit-awq-gemm-fa2,stabilityai/stablelm-3b-4e1t,0.249,0.2317230072021484,4.313,60544.141,2246.908,pytorch,float16,AWQ.4bit,FAv2,AWQ.GEMM,StableLmForCausalLM,14.854,7.26,2
4bit-awq-gemm-sdpa,stabilityai/stablelm-3b-4e1t,0.249,0.2311649322509765,4.323,60505.135,2246.908,pytorch,float16,AWQ.4bit,SDPA,AWQ.GEMM,StableLmForCausalLM,14.818,7.26,2
4bit-gptq-exllama-v2-eager,stabilityai/stablelm-3b-4e1t,0.138,0.1160960006713867,8.612,120124.23,2180.297,pytorch,float16,GPTQ.4bit,Eager,GPTQ.ExllamaV2,StableLmForCausalLM,7.454,7.26,2
4bit-gptq-exllama-v1-eager,stabilityai/stablelm-3b-4e1t,0.138,0.1160273895263671,8.617,120449.675,2180.297,pytorch,float16,GPTQ.4bit,Eager,GPTQ.ExllamaV1,StableLmForCausalLM,7.449,7.26,2
4bit-gptq-exllama-v1-sdpa,stabilityai/stablelm-3b-4e1t,0.135,0.1158686752319335,8.629,118170.928,2180.296,pytorch,float16,GPTQ.4bit,SDPA,GPTQ.ExllamaV1,StableLmForCausalLM,7.435,7.26,2
4bit-gptq-exllama-v2-sdpa,stabilityai/stablelm-3b-4e1t,0.135,0.1158533096313476,8.63,118405.771,2180.296,pytorch,float16,GPTQ.4bit,SDPA,GPTQ.ExllamaV2,StableLmForCausalLM,7.435,7.26,2
4bit-gptq-exllama-v1-fa2,stabilityai/stablelm-3b-4e1t,0.134,0.1158676452636718,8.63,119674.703,2180.296,pytorch,float16,GPTQ.4bit,FAv2,GPTQ.ExllamaV1,StableLmForCausalLM,7.435,7.26,2
4bit-gptq-exllama-v2-fa2,stabilityai/stablelm-3b-4e1t,0.134,0.1158440933227539,8.631,118902.367,2180.296,pytorch,float16,GPTQ.4bit,FAv2,GPTQ.ExllamaV2,StableLmForCausalLM,7.433,7.26,2
8bit-bnb-eager,stabilityai/stablelm-3b-4e1t,0.108,0.1062062072753906,9.367,243471.806,3292.366,pytorch,float16,BnB.8bit,Eager,No Kernel,StableLmForCausalLM,6.834,7.26,2
8bit-bnb-fa2,stabilityai/stablelm-3b-4e1t,0.104,0.1037926406860351,9.501,249582.238,3287.757,pytorch,float16,BnB.8bit,FAv2,No Kernel,StableLmForCausalLM,6.719,7.26,2
8bit-bnb-sdpa,stabilityai/stablelm-3b-4e1t,0.103,0.1027563552856445,9.673,246555.81,3287.757,pytorch,float16,BnB.8bit,SDPA,No Kernel,StableLmForCausalLM,6.596,7.26,2
4bit-bnb-eager,stabilityai/stablelm-3b-4e1t,0.13,0.0610488319396972,16.48,401419.629,2089.149,pytorch,float16,BnB.4bit,Eager,No Kernel,StableLmForCausalLM,3.979,7.26,2
4bit-bnb-fa2,stabilityai/stablelm-3b-4e1t,0.126,0.0568401908874511,17.442,418741.437,2088.756,pytorch,float16,BnB.4bit,FAv2,No Kernel,StableLmForCausalLM,3.716,7.26,2
4bit-bnb-sdpa,stabilityai/stablelm-3b-4e1t,0.126,0.0562739181518554,17.67,425584.458,2088.756,pytorch,float16,BnB.4bit,SDPA,No Kernel,StableLmForCausalLM,3.683,7.26,2
float32-sdpa,stabilityai/stablelm-3b-4e1t,0.09,0.0287221755981445,34.82,519088.53,11816.868,pytorch,float32,Unquantized,SDPA,No Kernel,StableLmForCausalLM,1.898,7.26,2
float32-eager,stabilityai/stablelm-3b-4e1t,0.092,0.0267468795776367,37.324,544546.546,11816.868,pytorch,float32,Unquantized,Eager,No Kernel,StableLmForCausalLM,1.779,7.26,2
float16-eager,stabilityai/stablelm-3b-4e1t,0.038,0.0259880962371826,38.013,682375.504,5863.103,pytorch,float16,Unquantized,Eager,No Kernel,StableLmForCausalLM,1.692,7.26,2
bfloat16-eager,stabilityai/stablelm-3b-4e1t,0.035,0.0259512329101562,38.36,690576.188,5863.115,pytorch,bfloat16,Unquantized,Eager,No Kernel,StableLmForCausalLM,1.672,7.26,2
float16-fa2,stabilityai/stablelm-3b-4e1t,0.034,0.0248801288604736,40.354,705062.01,5863.103,pytorch,float16,Unquantized,FAv2,No Kernel,StableLmForCausalLM,1.594,7.26,2
bfloat16-fa2,stabilityai/stablelm-3b-4e1t,0.03,0.0243824634552001,40.516,711108.361,5863.103,pytorch,bfloat16,Unquantized,FAv2,No Kernel,StableLmForCausalLM,1.584,7.26,2
4bit-awq-exllama-v1-eager,stabilityai/stablelm-3b-4e1t,0.492,0.0246425600051879,40.637,897275.266,1982.608,pytorch,float16,AWQ.4bit,Eager,No Kernel,StableLmForCausalLM,2.044,7.26,2
4bit-awq-exllama-v2-eager,stabilityai/stablelm-3b-4e1t,0.047,0.0246415367126464,40.874,955268.229,2020.357,pytorch,float16,AWQ.4bit,Eager,No Kernel,StableLmForCausalLM,1.599,7.26,2
4bit-awq-exllama-v2-fa2,stabilityai/stablelm-3b-4e1t,0.047,0.0241664009094238,41.523,1030720.013,2013.41,pytorch,float16,AWQ.4bit,FAv2,No Kernel,StableLmForCausalLM,1.57,7.26,2
bfloat16-sdpa,stabilityai/stablelm-3b-4e1t,0.03,0.0234731521606445,42.338,724404.118,5863.103,pytorch,bfloat16,Unquantized,SDPA,No Kernel,StableLmForCausalLM,1.515,7.26,2
float16-sdpa,stabilityai/stablelm-3b-4e1t,0.034,0.0234577922821044,42.431,721697.599,5863.103,pytorch,float16,Unquantized,SDPA,No Kernel,StableLmForCausalLM,1.518,7.26,2
4bit-awq-exllama-v1-fa2,stabilityai/stablelm-3b-4e1t,0.492,0.0231655206680297,42.888,940019.695,1975.662,pytorch,float16,AWQ.4bit,FAv2,No Kernel,StableLmForCausalLM,1.958,7.26,2
4bit-awq-exllama-v1-sdpa,stabilityai/stablelm-3b-4e1t,0.488,0.0208583679199218,48.307,1042705.118,1975.662,pytorch,float16,AWQ.4bit,SDPA,No Kernel,StableLmForCausalLM,1.795,7.26,2
4bit-awq-exllama-v2-sdpa,stabilityai/stablelm-3b-4e1t,0.044,0.020280831336975,49.096,1107100.736,2013.41,pytorch,float16,AWQ.4bit,SDPA,No Kernel,StableLmForCausalLM,1.327,7.26,2
4bit-awq-gemm-eager,microsoft/phi-1_5,0.136,0.127678466796875,7.86,121394.736,1369.425,pytorch,float16,AWQ.4bit,Eager,AWQ.GEMM,PhiForCausalLM,8.174,7.06,1
4bit-awq-gemm-fa2,microsoft/phi-1_5,0.133,0.123926528930664,8.044,122548.459,1369.424,pytorch,float16,AWQ.4bit,FAv2,AWQ.GEMM,PhiForCausalLM,7.959,7.06,1
4bit-awq-gemm-sdpa,microsoft/phi-1_5,0.133,0.1229455337524414,8.119,122796.946,1369.424,pytorch,float16,AWQ.4bit,SDPA,AWQ.GEMM,PhiForCausalLM,7.884,7.06,1
8bit-bnb-eager,microsoft/phi-1_5,0.075,0.0727562255859375,13.643,352219.408,1805.816,pytorch,float16,BnB.8bit,Eager,No Kernel,PhiForCausalLM,4.677,7.06,1
8bit-bnb-sdpa,microsoft/phi-1_5,0.073,0.0729620513916015,13.742,370600.301,1804.794,pytorch,float16,BnB.8bit,SDPA,No Kernel,PhiForCausalLM,4.658,7.06,1
8bit-bnb-fa2,microsoft/phi-1_5,0.072,0.0713103332519531,14.025,360140.896,1776.266,pytorch,float16,BnB.8bit,FAv2,No Kernel,PhiForCausalLM,4.558,7.06,1
4bit-gptq-exllama-v2-eager,microsoft/phi-1_5,0.074,0.0583290863037109,17.14,245906.507,1306.321,pytorch,float16,GPTQ.4bit,Eager,GPTQ.ExllamaV2,PhiForCausalLM,3.749,7.06,1
4bit-gptq-exllama-v1-eager,microsoft/phi-1_5,0.074,0.0583014411926269,17.147,247454.782,1306.321,pytorch,float16,GPTQ.4bit,Eager,GPTQ.ExllamaV1,PhiForCausalLM,3.747,7.06,1
4bit-gptq-exllama-v1-fa2,microsoft/phi-1_5,0.069,0.0577945594787597,17.297,247809.519,1306.32,pytorch,float16,GPTQ.4bit,FAv2,GPTQ.ExllamaV1,PhiForCausalLM,3.711,7.06,1
4bit-gptq-exllama-v1-sdpa,microsoft/phi-1_5,0.069,0.057775104522705,17.304,247735.715,1306.32,pytorch,float16,GPTQ.4bit,SDPA,GPTQ.ExllamaV1,PhiForCausalLM,3.71,7.06,1
4bit-gptq-exllama-v2-sdpa,microsoft/phi-1_5,0.069,0.0577730560302734,17.305,247365.12,1306.32,pytorch,float16,GPTQ.4bit,SDPA,GPTQ.ExllamaV2,PhiForCausalLM,3.71,7.06,1
4bit-gptq-exllama-v2-fa2,microsoft/phi-1_5,0.069,0.0577024002075195,17.323,248005.871,1306.32,pytorch,float16,GPTQ.4bit,FAv2,GPTQ.ExllamaV2,PhiForCausalLM,3.706,7.06,1
4bit-bnb-fa2,microsoft/phi-1_5,0.068,0.046166015625,21.768,574182.19,1226.537,pytorch,float16,BnB.4bit,FAv2,No Kernel,PhiForCausalLM,2.978,7.06,1
4bit-bnb-eager,microsoft/phi-1_5,0.073,0.0447672309875488,22.292,556001.205,1226.669,pytorch,float16,BnB.4bit,Eager,No Kernel,PhiForCausalLM,2.896,7.06,1
4bit-bnb-sdpa,microsoft/phi-1_5,0.068,0.044399616241455,22.802,586206.044,1226.537,pytorch,float16,BnB.4bit,SDPA,No Kernel,PhiForCausalLM,2.836,7.06,1
4bit-awq-gemv-eager,microsoft/phi-1_5,0.035,0.0232893438339233,43.072,1083387.846,1193.06,pytorch,float16,AWQ.4bit,Eager,AWQ.GEMV,PhiForCausalLM,1.5,7.06,1
4bit-awq-exllama-v2-eager,microsoft/phi-1_5,0.032,0.0226519031524658,44.185,1141039.145,1228.712,pytorch,float16,AWQ.4bit,Eager,No Kernel,PhiForCausalLM,1.462,7.06,1
4bit-awq-gemv-fa2,microsoft/phi-1_5,0.033,0.022247423171997,44.912,1151285.14,1193.06,pytorch,float16,AWQ.4bit,FAv2,AWQ.GEMV,PhiForCausalLM,1.436,7.06,1
4bit-awq-exllama-v1-eager,microsoft/phi-1_5,0.24,0.0217615365982055,46.24,1087210.286,1193.06,pytorch,float16,AWQ.4bit,Eager,No Kernel,PhiForCausalLM,1.602,7.06,1
